code_ibge;name;slug;region_code
3123106;DORES DE GUANHÃES;Dores de Guanhães;MG
3123205;DORES DO INDAIÁ;Dores do Indaiá;MG
3123304;DORES DO TURVO;Dores do Turvo;MG
3123403;DORESÓPOLIS;Doresópolis;MG
3123502;DOURADOQUARA;Douradoquara;MG
3123601;ELÓI MENDES;Elói Mendes;MG
3123700;ENGENHEIRO CALDAS;Engenheiro Caldas;MG
3123809;ENGENHEIRO NAVARRO;Engenheiro Navarro;MG
3123908;ENTRE RIOS DE MINAS;Entre Rios de Minas;MG
3124005;ERVÁLIA;Ervália;MG
3124104;ESMERALDAS;Esmeraldas;MG
3124203;ESPERA FELIZ;Espera Feliz;MG
3124302;ESPINOSA;Espinosa;MG
3124401;ESPÍRITO SANTO DO DOURADO;Espírito Santo do Dourado;MG
3124500;ESTIVA;Estiva;MG
3124609;ESTRELA DALVA;Estrela Dalva;MG
3124708;ESTRELA DO INDAIÁ;Estrela do Indaiá;MG
3124807;ESTRELA DO SUL;Estrela do Sul;MG
3124906;EUGENÓPOLIS;Eugenópolis;MG
3125002;EWBANK DA CÂMARA;Ewbank da Câmara;MG
3125101;EXTREMA;Extrema;MG
3125200;FAMA;Fama;MG
3125309;FARIA LEMOS;Faria Lemos;MG
3125408;FELÍCIO DOS SANTOS;Felício dos Santos;MG
3125507;SÃO GONÇALO DO RIO PRETO;São Gonçalo do Rio Preto;MG
3125606;FELISBURGO;Felisburgo;MG
3125705;FELIXLÂNDIA;Felixlândia;MG
3125804;FERNANDES TOURINHO;Fernandes Tourinho;MG
3125903;FERROS;Ferros;MG
3126000;FLORESTAL;Florestal;MG
3126109;FORMIGA;Formiga;MG
3126208;FORMOSO;Formoso;MG
3126307;FORTALEZA DE MINAS;Fortaleza de Minas;MG
3126406;FORTUNA DE MINAS;Fortuna de Minas;MG
3126505;FRANCISCO BADARÓ;Francisco Badaró;MG
3126604;FRANCISCO DUMONT;Francisco Dumont;MG
3126703;FRANCISCO SÁ;Francisco Sá;MG
3126802;FREI GASPAR;Frei Gaspar;MG
3126901;FREI INOCÊNCIO;Frei Inocêncio;MG
3127008;FRONTEIRA;Fronteira;MG
3127107;FRUTAL;Frutal;MG
3127206;FUNILÂNDIA;Funilândia;MG
3127305;GALILÉIA;Galiléia;MG
3127404;GONÇALVES;Gonçalves;MG
3127503;GONZAGA;Gonzaga;MG
3127602;Gouveia;Gouveia;MG
3127701;GOVERNADOR VALADARES;Governador Valadares;MG
3127800;GRÃO MOGOL;Grão Mogol;MG
3127909;GRUPIARA;Grupiara;MG
3128006;GUANHÃES;Guanhães;MG
3128105;GUAPÉ;Guapé;MG
3128204;GUARACIABA;Guaraciaba;MG
3128303;GUARANÉSIA;Guaranésia;MG
3128402;GUARANI;Guarani;MG
3128501;GUARARÁ;Guarará;MG
3128600;GUARDA-MOR;Guarda-Mor;MG
3128709;GUAXUPÉ;Guaxupé;MG
3128808;GUIDOVAL;Guidoval;MG
3128907;GUIMARÂNIA;Guimarânia;MG
3129004;GUIRICEMA;Guiricema;MG
3129103;GURINHATÃ;Gurinhatã;MG
3129202;HELIODORA;Heliodora;MG
3129301;IAPU;Iapu;MG
3129400;IBERTIOGA;Ibertioga;MG
3129509;IBIÁ;Ibiá;MG
3129608;IBIAÍ;Ibiaí;MG
3129707;IBIRACI;Ibiraci;MG
3129806;IBIRITÉ;Ibirité;MG
3129905;IBITIÚRA DE MINAS;Ibitiúra de Minas;MG
3130002;IBITURUNA;Ibituruna;MG
3130101;IGARAPÉ;Igarapé;MG
3130200;IGARATINGA;Igaratinga;MG
3130309;IGUATAMA;Iguatama;MG
3130408;IJACI;Ijaci;MG
3130507;ILICÍNEA;Ilicínea;MG
3130606;INCONFIDENTES;Inconfidentes;MG
3130705;INDIANÓPOLIS;Indianópolis;MG
3130804;INGAÍ;Ingaí;MG
3130903;INHAPIM;Inhapim;MG
3131000;INHAÚMA;Inhaúma;MG
3131109;INIMUTABA;Inimutaba;MG
3131208;IPANEMA;Ipanema;MG
3131307;IPATINGA;Ipatinga;MG
3131406;IPIAÇU;Ipiaçu;MG
3131505;IPUIÚNA;Ipuiúna;MG
3131604;IRAÍ DE MINAS;Iraí de Minas;MG
3131703;ITABIRA;Itabira;MG
3131802;ITABIRINHA;Itabirinha;MG
3131901;ITABIRITO;Itabirito;MG
3132008;ITACAMBIRA;Itacambira;MG
3132107;ITACARAMBI;Itacarambi;MG
3132206;ITAGUARA;Itaguara;MG
3132305;ITAIPÉ;Itaipé;MG
3132404;ITAJUBÁ;Itajubá;MG
3132503;ITAMARANDIBA;Itamarandiba;MG
3132602;ITAMARATI DE MINAS;Itamarati de Minas;MG
3132701;ITAMBACURI;Itambacuri;MG
3132800;ITAMBÉ DO MATO DENTRO;Itambé do Mato Dentro;MG
3132909;ITAMOGI;Itamogi;MG
3133006;ITAMONTE;Itamonte;MG
3133105;ITANHANDU;Itanhandu;MG
3133204;ITANHOMI;Itanhomi;MG
3133303;ITAOBIM;Itaobim;MG
3133402;ITAPAGIPE;Itapagipe;MG
3133501;ITAPECERICA;Itapecerica;MG
3133600;ITAPEVA;Itapeva;MG
3133709;ITATIAIUÇU;Itatiaiuçu;MG
3133808;ITAÚNA;Itaúna;MG
3133907;ITAVERAVA;Itaverava;MG
3134004;ITINGA;Itinga;MG
3134103;ITUETA;Itueta;MG
3134202;ITUIUTABA;Ituiutaba;MG
3134301;ITUMIRIM;Itumirim;MG
3134400;ITURAMA;Iturama;MG
3134509;ITUTINGA;Itutinga;MG
3134608;JABOTICATUBAS;Jaboticatubas;MG
3134707;JACINTO;Jacinto;MG
3134806;JACUÍ;Jacuí;MG
3134905;JACUTINGA;Jacutinga;MG
3135001;JAGUARAÇU;Jaguaraçu;MG
3135100;JANAÚBA;Janaúba;MG
3135209;JANUÁRIA;Januária;MG
3135308;JAPARAÍBA;Japaraíba;MG
3135407;JECEABA;Jeceaba;MG
3135506;JEQUERI;Jequeri;MG
3135605;JEQUITAÍ;Jequitaí;MG
3135704;JEQUITIBÁ;Jequitibá;MG
3135803;JEQUITINHONHA;Jequitinhonha;MG
3135902;JESUÂNIA;Jesuânia;MG
3136009;JOAÍMA;Joaíma;MG
3136108;JOANÉSIA;Joanésia;MG
3136207;JOÃO MONLEVADE;João Monlevade;MG
3136306;JOÃO PINHEIRO;João Pinheiro;MG
3136405;JOAQUIM FELÍCIO;Joaquim Felício;MG
3136504;JORDÂNIA;Jordânia;MG
3136603;NOVA UNIÃO;Nova União;MG
3136702;JUIZ DE FORA;Juiz de Fora;MG
3136801;JURAMENTO;Juramento;MG
3136900;JURUAIA;Juruaia;MG
3137007;LADAINHA;Ladainha;MG
3137106;LAGAMAR;Lagamar;MG
3137205;LAGOA DA PRATA;Lagoa da Prata;MG
3137304;LAGOA DOS PATOS;Lagoa dos Patos;MG
3137403;LAGOA DOURADA;Lagoa Dourada;MG
3137502;LAGOA FORMOSA;Lagoa Formosa;MG
3137601;LAGOA SANTA;Lagoa Santa;MG
3137700;LAJINHA;Lajinha;MG
3137809;LAMBARI;Lambari;MG
3137908;LAMIM;Lamim;MG
3138005;LARANJAL;Laranjal;MG
3138104;LASSANCE;Lassance;MG
3138203;LAVRAS;Lavras;MG
3138302;LEANDRO FERREIRA;Leandro Ferreira;MG
3138401;LEOPOLDINA;Leopoldina;MG
3138500;LIBERDADE;Liberdade;MG
3138609;LIMA DUARTE;Lima Duarte;MG
3138708;LUMINÁRIAS;Luminárias;MG
3138807;LUZ;Luz;MG
3138906;MACHACALIS;Machacalis;MG
3139003;MACHADO;Machado;MG
3139102;MADRE DE DEUS DE MINAS;Madre de Deus de Minas;MG
3139201;MALACACHETA;Malacacheta;MG
3139300;MANGA;Manga;MG
3139409;MANHUAÇU;Manhuaçu;MG
3139508;MANHUMIRIM;Manhumirim;MG
3139607;MANTENA;Mantena;MG
3139706;MARAVILHAS;Maravilhas;MG
3139805;MAR DE ESPANHA;Mar de Espanha;MG
3139904;MARIA DA FÉ;Maria da Fé;MG
3140001;MARIANA;Mariana;MG
3140100;MARILAC;Marilac;MG
3140209;MARIPÁ DE MINAS;Maripá de Minas;MG
3140308;MARLIÉRIA;Marliéria;MG
3140407;MARMELÓPOLIS;Marmelópolis;MG
3140506;MARTINHO CAMPOS;Martinho Campos;MG
3140605;MATERLÂNDIA;Materlândia;MG
3140704;MATEUS LEME;Mateus Leme;MG
3140803;MATIAS BARBOSA;Matias Barbosa;MG
3140902;MATIPÓ;Matipó;MG
3141009;MATO VERDE;Mato Verde;MG
3141108;MATOZINHOS;Matozinhos;MG
3141207;MATUTINA;Matutina;MG
3141306;MEDEIROS;Medeiros;MG
3141405;MEDINA;Medina;MG
3141504;MENDES PIMENTEL;Mendes Pimentel;MG
3141603;MERCÊS;Mercês;MG
3141702;MESQUITA;Mesquita;MG
3141801;MINAS NOVAS;Minas Novas;MG
3141900;MINDURI;Minduri;MG
3142007;MIRABELA;Mirabela;MG
3142106;MIRADOURO;Miradouro;MG
3142205;MIRAÍ;Miraí;MG
3142304;MOEDA;Moeda;MG
3142403;MOEMA;Moema;MG
3142502;MONJOLOS;Monjolos;MG
3142601;MONSENHOR PAULO;Monsenhor Paulo;MG
3142700;MONTALVÂNIA;Montalvânia;MG
3142809;MONTE ALEGRE DE MINAS;Monte Alegre de Minas;MG
3142908;MONTE AZUL;Monte Azul;MG
3143005;MONTE BELO;Monte Belo;MG
3143104;MONTE CARMELO;Monte Carmelo;MG
3143203;MONTE SANTO DE MINAS;Monte Santo de Minas;MG
3143302;MONTES CLAROS;Montes Claros;MG
3143401;MONTE SIÃO;Monte Sião;MG
3143500;MORADA NOVA DE MINAS;Morada Nova de Minas;MG
3143609;MORRO DA GARÇA;Morro da Garça;MG
3143708;MORRO DO PILAR;Morro do Pilar;MG
3143807;MUNHOZ;Munhoz;MG
3143906;MURIAÉ;Muriaé;MG
3144003;MUTUM;Mutum;MG
3144102;MUZAMBINHO;Muzambinho;MG
3144201;NACIP RAYDAN;Nacip Raydan;MG
3144300;NANUQUE;Nanuque;MG
3144409;NATÉRCIA;Natércia;MG
3144508;NAZARENO;Nazareno;MG
3144607;NEPOMUCENO;Nepomuceno;MG
3144706;NOVA ERA;Nova Era;MG
3144805;NOVA LIMA;Nova Lima;MG
3144904;NOVA MÓDICA;Nova Módica;MG
3145000;NOVA PONTE;Nova Ponte;MG
3145109;NOVA RESENDE;Nova Resende;MG
3145208;NOVA SERRANA;Nova Serrana;MG
3145307;NOVO CRUZEIRO;Novo Cruzeiro;MG
3145406;OLARIA;Olaria;MG
3145505;OLÍMPIO NORONHA;Olímpio Noronha;MG
3145604;OLIVEIRA;Oliveira;MG
3145703;OLIVEIRA FORTES;Oliveira Fortes;MG
3145802;ONÇA DE PITANGUI;Onça de Pitangui;MG
3145901;OURO BRANCO;Ouro Branco;MG
3146008;OURO FINO;Ouro Fino;MG
3146107;OURO PRETO;Ouro Preto;MG
3146206;OURO VERDE DE MINAS;Ouro Verde de Minas;MG
3146305;PADRE PARAÍSO;Padre Paraíso;MG
3146404;PAINEIRAS;Paineiras;MG
3146503;PAINS;Pains;MG
3146602;PAIVA;Paiva;MG
3146701;PALMA;Palma;MG
3127057;FRONTEIRA DOS VALES;Fronteira dos Vales;MG
3146909;PAPAGAIOS;Papagaios;MG
3147006;PARACATU;Paracatu;MG
3147105;PARÁ DE MINAS;Pará de Minas;MG
3147204;PARAGUAÇU;Paraguaçu;MG
3147303;PARAISÓPOLIS;Paraisópolis;MG
3147402;PARAOPEBA;Paraopeba;MG
3147501;PASSABÉM;Passabém;MG
3147600;PASSA QUATRO;Passa Quatro;MG
3147709;PASSA TEMPO;Passa Tempo;MG
3147808;PASSA VINTE;Passa Vinte;MG
3147907;PASSOS;Passos;MG
3148004;PATOS DE MINAS;Patos de Minas;MG
3148103;PATROCÍNIO;Patrocínio;MG
3148202;PATROCÍNIO DO MURIAÉ;Patrocínio do Muriaé;MG
3148301;PAULA CÂNDIDO;Paula Cândido;MG
3148400;PAULISTAS;Paulistas;MG
3148509;PAVÃO;Pavão;MG
3148608;PEÇANHA;Peçanha;MG
3148707;PEDRA AZUL;Pedra Azul;MG
3148806;PEDRA DO ANTA;Pedra do Anta;MG
3148905;PEDRA DO INDAIÁ;Pedra do Indaiá;MG
3149002;PEDRA DOURADA;Pedra Dourada;MG
3149101;PEDRALVA;Pedralva;MG
3149200;PEDRINÓPOLIS;Pedrinópolis;MG
3149309;PEDRO LEOPOLDO;Pedro Leopoldo;MG
3149408;PEDRO TEIXEIRA;Pedro Teixeira;MG
3149507;PEQUERI;Pequeri;MG
3149606;PEQUI;Pequi;MG
3149705;PERDIGÃO;Perdigão;MG
3149804;PERDIZES;Perdizes;MG
3149903;PERDÕES;Perdões;MG
3150000;PESCADOR;Pescador;MG
3150109;PIAU;Piau;MG
3150208;PIEDADE DE PONTE NOVA;Piedade de Ponte Nova;MG
3150307;PIEDADE DO RIO GRANDE;Piedade do Rio Grande;MG
3150406;PIEDADE DOS GERAIS;Piedade dos Gerais;MG
3150505;PIMENTA;Pimenta;MG
3150604;PIRACEMA;Piracema;MG
3150703;PIRAJUBA;Pirajuba;MG
3150802;PIRANGA;Piranga;MG
3150901;PIRANGUÇU;Piranguçu;MG
3151008;PIRANGUINHO;Piranguinho;MG
3151107;PIRAPETINGA;Pirapetinga;MG
3151206;PIRAPORA;Pirapora;MG
3151305;PIRAÚBA;Piraúba;MG
3151404;PITANGUI;Pitangui;MG
3151503;PIUMHI;Piumhi;MG
3151602;PLANURA;Planura;MG
3151701;POÇO FUNDO;Poço Fundo;MG
3151800;POÇOS DE CALDAS;Poços de Caldas;MG
3151909;POCRANE;Pocrane;MG
3152006;POMPÉU;Pompéu;MG
3152105;PONTE NOVA;Ponte Nova;MG
3152204;PORTEIRINHA;Porteirinha;MG
3152303;PORTO FIRME;Porto Firme;MG
3152402;POTÉ;Poté;MG
3152501;POUSO ALEGRE;Pouso Alegre;MG
3152600;POUSO ALTO;Pouso Alto;MG
3152709;PRADOS;Prados;MG
3152808;PRATA;Prata;MG
3152907;PRATÁPOLIS;Pratápolis;MG
3153004;PRATINHA;Pratinha;MG
3153103;PRESIDENTE BERNARDES;Presidente Bernardes;MG
3153202;PRESIDENTE JUSCELINO;Presidente Juscelino;MG
3153301;PRESIDENTE KUBITSCHEK;Presidente Kubitschek;MG
3153400;PRESIDENTE OLEGÁRIO;Presidente Olegário;MG
3153509;ALTO JEQUITIBÁ;Alto Jequitibá;MG
3153608;PRUDENTE DE MORAIS;Prudente de Morais;MG
3153707;QUARTEL GERAL;Quartel Geral;MG
3153806;Queluzito;Queluzito;MG
3153905;RAPOSOS;Raposos;MG
3154002;RAUL SOARES;Raul Soares;MG
3154101;RECREIO;Recreio;MG
3154200;RESENDE COSTA;Resende Costa;MG
3154309;RESPLENDOR;Resplendor;MG
3154408;RESSAQUINHA;Ressaquinha;MG
3154507;RIACHO DOS MACHADOS;Riacho dos Machados;MG
3154606;RIBEIRÃO DAS NEVES;Ribeirão das Neves;MG
3154705;RIBEIRÃO VERMELHO;Ribeirão Vermelho;MG
3154804;RIO ACIMA;Rio Acima;MG
3154903;RIO CASCA;Rio Casca;MG
3155009;RIO DOCE;Rio Doce;MG
3155108;RIO DO PRADO;Rio do Prado;MG
3155207;RIO ESPERA;Rio Espera;MG
3155306;RIO MANSO;Rio Manso;MG
3155405;RIO NOVO;Rio Novo;MG
3155504;RIO PARANAÍBA;Rio Paranaíba;MG
3155603;RIO PARDO DE MINAS;Rio Pardo de Minas;MG
3155702;RIO PIRACICABA;Rio Piracicaba;MG
3155801;RIO POMBA;Rio Pomba;MG
3155900;RIO PRETO;Rio Preto;MG
3156007;RIO VERMELHO;Rio Vermelho;MG
3156106;RITÁPOLIS;Ritápolis;MG
3156205;ROCHEDO DE MINAS;Rochedo de Minas;MG
3156304;RODEIRO;Rodeiro;MG
3156403;ROMARIA;Romaria;MG
3156502;RUBELITA;Rubelita;MG
3156601;RUBIM;Rubim;MG
3156700;SABARÁ;Sabará;MG
3156809;SABINÓPOLIS;Sabinópolis;MG
3156908;SACRAMENTO;Sacramento;MG
3157005;SALINAS;Salinas;MG
3157104;SALTO DA DIVISA;Salto da Divisa;MG
3157203;SANTA BÁRBARA;Santa Bárbara;MG
3157302;SANTA BÁRBARA DO TUGÚRIO;Santa Bárbara do Tugúrio;MG
3157401;SANTA CRUZ DO ESCALVADO;Santa Cruz do Escalvado;MG
3157500;SANTA EFIGÊNIA DE MINAS;Santa Efigênia de Minas;MG
3157609;SANTA FÉ DE MINAS;Santa Fé de Minas;MG
3157708;SANTA JULIANA;Santa Juliana;MG
3157807;SANTA LUZIA;Santa Luzia;MG
3157906;SANTA MARGARIDA;Santa Margarida;MG
3158003;SANTA MARIA DE ITABIRA;Santa Maria de Itabira;MG
3158102;SANTA MARIA DO SALTO;Santa Maria do Salto;MG
3158201;SANTA MARIA DO SUAÇUÍ;Santa Maria do Suaçuí;MG
3158300;SANTANA DA VARGEM;Santana da Vargem;MG
3158409;SANTANA DE CATAGUASES;Santana de Cataguases;MG
3158508;SANTANA DE PIRAPAMA;Santana de Pirapama;MG
3158607;SANTANA DO DESERTO;Santana do Deserto;MG
3158706;SANTANA DO GARAMBÉU;Santana do Garambéu;MG
3158805;SANTANA DO JACARÉ;Santana do Jacaré;MG
3158904;SANTANA DO MANHUAÇU;Santana do Manhuaçu;MG
3159001;SANTANA DO RIACHO;Santana do Riacho;MG
3159100;SANTANA DOS MONTES;Santana dos Montes;MG
3159209;SANTA RITA DE CALDAS;Santa Rita de Caldas;MG
3159308;SANTA RITA DE JACUTINGA;Santa Rita de Jacutinga;MG
3159407;SANTA RITA DE IBITIPOCA;Santa Rita de Ibitipoca;MG
3159506;SANTA RITA DO ITUETO;Santa Rita do Itueto;MG
3159605;SANTA RITA DO SAPUCAÍ;Santa Rita do Sapucaí;MG
3159704;SANTA ROSA DA SERRA;Santa Rosa da Serra;MG
3159803;SANTA VITÓRIA;Santa Vitória;MG
3159902;SANTO ANTÔNIO DO AMPARO;Santo Antônio do Amparo;MG
3160009;SANTO ANTÔNIO DO AVENTUREIRO;Santo Antônio do Aventureiro;MG
3160108;SANTO ANTÔNIO DO GRAMA;Santo Antônio do Grama;MG
3160207;SANTO ANTÔNIO DO ITAMBÉ;Santo Antônio do Itambé;MG
3160306;SANTO ANTÔNIO DO JACINTO;Santo Antônio do Jacinto;MG
3160405;SANTO ANTÔNIO DO MONTE;Santo Antônio do Monte;MG
3160504;SANTO ANTÔNIO DO RIO ABAIXO;Santo Antônio do Rio Abaixo;MG
3160603;SANTO HIPÓLITO;Santo Hipólito;MG
3160702;SANTOS DUMONT;Santos Dumont;MG
3160801;SÃO BENTO ABADE;São Bento Abade;MG
3160900;SÃO BRÁS DO SUAÇUÍ;São Brás do Suaçuí;MG
3161007;SÃO DOMINGOS DO PRATA;São Domingos do Prata;MG
3161106;SÃO FRANCISCO;São Francisco;MG
3161205;SÃO FRANCISCO DE PAULA;São Francisco de Paula;MG
3161304;SÃO FRANCISCO DE SALES;São Francisco de Sales;MG
3161403;SÃO FRANCISCO DO GLÓRIA;São Francisco do Glória;MG
3161502;SÃO GERALDO;São Geraldo;MG
3161601;SÃO GERALDO DA PIEDADE;São Geraldo da Piedade;MG
3161700;SÃO GONÇALO DO ABAETÉ;São Gonçalo do Abaeté;MG
3161809;SÃO GONÇALO DO PARÁ;São Gonçalo do Pará;MG
3161908;SÃO GONÇALO DO RIO ABAIXO;São Gonçalo do Rio Abaixo;MG
3162005;SÃO GONÇALO DO SAPUCAÍ;São Gonçalo do Sapucaí;MG
3162104;SÃO GOTARDO;São Gotardo;MG
3162203;SÃO JOÃO BATISTA DO GLÓRIA;São João Batista do Glória;MG
3162302;SÃO JOÃO DA MATA;São João da Mata;MG
3162401;SÃO JOÃO DA PONTE;São João da Ponte;MG
3162500;SÃO JOÃO DEL REI;São João del Rei;MG
3162609;SÃO JOÃO DO ORIENTE;São João do Oriente;MG
3162708;SÃO JOÃO DO PARAÍSO;São João do Paraíso;MG
3162807;SÃO JOÃO EVANGELISTA;São João Evangelista;MG
3162906;SÃO JOÃO NEPOMUCENO;São João Nepomuceno;MG
3163003;SÃO JOSÉ DA SAFIRA;São José da Safira;MG
3163102;SÃO JOSÉ DA VARGINHA;São José da Varginha;MG
3163201;SÃO JOSÉ DO ALEGRE;São José do Alegre;MG
3163300;SÃO JOSÉ DO DIVINO;São José do Divino;MG
3163409;SÃO JOSÉ DO GOIABAL;São José do Goiabal;MG
3163508;SÃO JOSÉ DO JACURI;São José do Jacuri;MG
3163607;SÃO JOSÉ DO MANTIMENTO;São José do Mantimento;MG
3163706;SÃO LOURENÇO;São Lourenço;MG
3163805;SÃO MIGUEL DO ANTA;São Miguel do Anta;MG
3163904;SÃO PEDRO DA UNIÃO;São Pedro da União;MG
3164001;SÃO PEDRO DOS FERROS;São Pedro dos Ferros;MG
3164100;SÃO PEDRO DO SUAÇUÍ;São Pedro do Suaçuí;MG
3164209;SÃO ROMÃO;São Romão;MG
3164308;SÃO ROQUE DE MINAS;São Roque de Minas;MG
3164407;SÃO SEBASTIÃO DA BELA VISTA;São Sebastião da Bela Vista;MG
3164506;SÃO SEBASTIÃO DO MARANHÃO;São Sebastião do Maranhão;MG
3164605;SÃO SEBASTIÃO DO OESTE;São Sebastião do Oeste;MG
3164704;SÃO SEBASTIÃO DO PARAÍSO;São Sebastião do Paraíso;MG
3164803;SÃO SEBASTIÃO DO RIO PRETO;São Sebastião do Rio Preto;MG
3164902;SÃO SEBASTIÃO DO RIO VERDE;São Sebastião do Rio Verde;MG
3165008;SÃO TIAGO;São Tiago;MG
3165107;SÃO TOMÁS DE AQUINO;São Tomás de Aquino;MG
3165206;SÃO TOMÉ DAS LETRAS;São Tomé das Letras;MG
3165305;SÃO VICENTE DE MINAS;São Vicente de Minas;MG
3165404;SAPUCAÍ-MIRIM;Sapucaí-Mirim;MG
3165503;SARDOÁ;Sardoá;MG
3165602;SENADOR CORTES;Senador Cortes;MG
3165701;SENADOR FIRMINO;Senador Firmino;MG
3165800;SENADOR JOSÉ BENTO;Senador José Bento;MG
3165909;SENADOR MODESTINO GONÇALVES;Senador Modestino Gonçalves;MG
3166006;SENHORA DE OLIVEIRA;Senhora de Oliveira;MG
3166105;SENHORA DO PORTO;Senhora do Porto;MG
3166204;SENHORA DOS REMÉDIOS;Senhora dos Remédios;MG
3166303;SERICITA;Sericita;MG
3166402;SERITINGA;Seritinga;MG
3166501;SERRA AZUL DE MINAS;Serra Azul de Minas;MG
3166600;SERRA DA SAUDADE;Serra da Saudade;MG
3166709;SERRA DOS AIMORÉS;Serra dos Aimorés;MG
3166808;SERRA DO SALITRE;Serra do Salitre;MG
3166907;SERRANIA;Serrania;MG
3167004;SERRANOS;Serranos;MG
3167103;SERRO;Serro;MG
3167202;SETE LAGOAS;Sete Lagoas;MG
3167301;SILVEIRÂNIA;Silveirânia;MG
3167400;SILVIANÓPOLIS;Silvianópolis;MG
3167509;SIMÃO PEREIRA;Simão Pereira;MG
3167608;SIMONÉSIA;Simonésia;MG
3167707;SOBRÁLIA;Sobrália;MG
3167806;SOLEDADE DE MINAS;Soledade de Minas;MG
3167905;TABULEIRO;Tabuleiro;MG
3168002;TAIOBEIRAS;Taiobeiras;MG
3168101;TAPIRA;Tapira;MG
3168200;TAPIRAÍ;Tapiraí;MG
3168309;TAQUARAÇU DE MINAS;Taquaraçu de Minas;MG
3168408;TARUMIRIM;Tarumirim;MG
3168507;TEIXEIRAS;Teixeiras;MG
3168606;TEÓFILO OTONI;Teófilo Otoni;MG
3168705;TIMÓTEO;Timóteo;MG
3168804;TIRADENTES;Tiradentes;MG
3168903;TIROS;Tiros;MG
3169000;TOCANTINS;Tocantins;MG
3169109;TOLEDO;Toledo;MG
3169208;TOMBOS;Tombos;MG
3169307;TRÊS CORAÇÕES;Três Corações;MG
3169406;TRÊS PONTAS;Três Pontas;MG
3169505;TUMIRITINGA;Tumiritinga;MG
3169604;TUPACIGUARA;Tupaciguara;MG
3169703;TURMALINA;Turmalina;MG
3169802;TURVOLÂNDIA;Turvolândia;MG
3169901;UBÁ;Ubá;MG
3170008;UBAÍ;Ubaí;MG
3170107;UBERABA;Uberaba;MG
3170206;UBERLÂNDIA;Uberlândia;MG
3170305;UMBURATIBA;Umburatiba;MG
3170404;UNAÍ;Unaí;MG
3170503;URUCÂNIA;Urucânia;MG
3170602;VARGEM BONITA;Vargem Bonita;MG
3170701;VARGINHA;Varginha;MG
3170800;VÁRZEA DA PALMA;Várzea da Palma;MG
3170909;VARZELÂNDIA;Varzelândia;MG
3171006;VAZANTE;Vazante;MG
3172202;WENCESLAU BRAZ;Wenceslau Braz;MG
3171105;VERÍSSIMO;Veríssimo;MG
3171204;VESPASIANO;Vespasiano;MG
3171303;VIÇOSA;Viçosa;MG
3171402;VIEIRAS;Vieiras;MG
3171501;MATHIAS LOBATO;Mathias Lobato;MG
3171600;VIRGEM DA LAPA;Virgem da Lapa;MG
3171709;VIRGÍNIA;Virgínia;MG
3171808;VIRGINÓPOLIS;Virginópolis;MG
3171907;VIRGOLÂNDIA;Virgolândia;MG
3172004;VISCONDE DO RIO BRANCO;Visconde do Rio Branco;MG
3172103;VOLTA GRANDE;Volta Grande;MG
3545159;SALTINHO;Saltinho;SP
3549953;SÃO LOURENÇO DA SERRA;São Lourenço da Serra;SP
4128633;DOUTOR ULYSSES;Doutor Ulysses;PR
4111258;ITAPERUÇU;Itaperuçu;PR
4119152;PINHAIS;Pinhais;PR
4127882;TUNAS DO PARANÁ;Tunas do Paraná;PR
4117214;NOVA SANTA BÁRBARA;Nova Santa Bárbara;PR
4115754;MAUÁ DA SERRA;Mauá da Serra;PR
4119657;PITANGUEIRAS;Pitangueiras;PR
4101051;ANAHY;Anahy;PR
4107124;DIAMANTE DO SUL;Diamante do Sul;PR
4110052;IGUATU;Iguatu;PR
4123824;SANTA LÚCIA;Santa Lúcia;PR
4103024;BOA ESPERANÇA DO IGUAÇU;Boa Esperança do Iguaçu;PR
4106571;CRUZEIRO DO IGUAÇU;Cruzeiro do Iguaçu;PR
4107850;FLOR DA SERRA DO SUL;Flor da Serra do Sul;PR
4116950;NOVA ESPERANÇA DO SUDOESTE;Nova Esperança do Sudoeste;PR
4117057;NOVA LARANJEIRAS;Nova Laranjeiras;PR
4122156;RIO BONITO DO IGUAÇU;Rio Bonito do Iguaçu;PR
4128658;VIRMOND;Virmond;PR
4110656;IRACEMA DO OESTE;Iracema do Oeste;PR
4115358;MARIPÁ;Maripá;PR
4125753;SÃO PEDRO DO IGUAÇU;São Pedro do Iguaçu;PR
4103479;CAFEZAL DO SUL;Cafezal do Sul;PR
4126272;SAUDADE DO IGUAÇU;Saudade do Iguaçu;PR
4119251;Pinhal de São Bento;Pinhal de São Bento;PR
4128534;VENTANIA;Ventania;PR
4104428;CANDÓI;Candói;PR
4113254;LARANJAL;Laranjal;PR
4115739;MATO RICO;Mato Rico;PR
4123857;SANTA MARIA DO OESTE;Santa Maria do Oeste;PR
4113429;LIDIANÓPOLIS;Lidianópolis;PR
4101150;ÂNGULO;Ângulo;PR
4107553;FAROL;Farol;PR
4121356;RANCHO ALEGRE D'OESTE;Rancho Alegre D'Oeste;PR
4125555;SÃO MANOEL DO PARANÁ;São Manoel do Paraná;PR
4117297;NOVO ITACOLOMI;Novo Itacolomi;PR
4123956;SANTA MÔNICA;Santa Mônica;PR
4103370;BRASILÂNDIA DO SUL;Brasilândia do Sul;PR
4128625;ALTO PARAÍSO;Alto Paraíso;PR
4110953;ITAIPULÂNDIA;Itaipulândia;PR
4121257;RAMILÂNDIA;Ramilândia;PR
4107538;ENTRE RIOS DO OESTE;Entre Rios do Oeste;PR
